date,resting_bpm,weight,bmi,calories_total,overall_score,deep_sleep_in_minutes,restlessness,spo2_avg,spo2_min,spo2_max,very_active_minutes,sedentary_minutes,readiness_raw
2024-04-04,,182.5,25.56,1785.6,,,,,,,0,1440,
2024-04-05,71.39999961853027,182.5,25.56,2482.87,,,,,,,39,1296,
2024-04-06,69.92746925354004,,,3309.5,90.0,116.0,0.0851063829787234,97.4,95.6,99.9,55,543,0.715446478569047
2024-04-07,68.77206039428711,,,4535.12,,,,96.6,94.8,99.1,239,411,
2024-04-08,69.1008996963501,,,2780.08,,,,97.0,94.6,100.0,7,665,
2024-04-09,68.39284420013428,184.0,25.77,2782.26,,,,97.8,96.2,98.8,24,830,
2024-04-10,68.58913135528564,184.0,25.77,3380.92,79.0,57.0,0.0615183246073298,97.6,95.6,100.0,61,678,-0.7118332204287414
2024-04-11,69.58333015441895,185.6,25.99,3087.9100000000003,,,,96.6,94.5,98.9,9,720,
2024-04-12,68.06134796142578,183.2,25.65,4701.95,,,,97.0,92.6,100.0,232,411,
2024-04-13,69.95425796508789,184.7,25.86,4489.57,,,,97.3,95.3,99.7,132,499,
2024-04-14,68.84583854675293,185.1,25.93,3151.11,,,,95.7,90.4,100.0,31,664,
2024-04-15,68.75844383239746,185.1,25.93,2983.26,,,,96.6,95.8,97.5,21,846,
2024-04-16,69.12331771850586,186.0,26.05,4047.9500000000003,,,,96.8,94.7,99.1,169,687,
2024-04-17,70.62685966491699,186.0,26.05,3222.81,,,,95.6,90.9,98.8,52,709,
2024-04-18,69.53740119934082,183.8,25.74,3265.6,,,,95.7,92.1,97.9,30,478,
2024-04-19,68.17561531066895,184.7,25.86,4215.28,,,,,,,79,816,
2024-04-20,70.7103042602539,,,6605.49,84.0,74.0,0.0640883977900552,96.0,94.7,97.0,396,177,-0.4450120264752312
2024-04-21,72.01624393463135,,,5457.88,76.0,75.0,0.0756880733944954,95.6,93.7,98.9,331,365,-2.0584768293809335
2024-04-22,74.42063999176025,,,6388.34,81.0,56.0,0.0665742024965325,96.8,94.2,99.3,380,228,-1.8631602775129232
2024-04-23,76.18574047088623,,,6323.84,74.0,77.0,0.1125541125541125,95.4,94.1,96.7,359,291,-3.4320785781368883
2024-04-24,76.66140365600586,,,5562.13,72.0,70.0,0.1697127937336814,96.6,95.9,97.5,299,327,-3.8731074433504826
2024-04-25,75.40945148468018,,,4317.83,72.0,73.0,0.1299638989169675,94.7,92.7,96.6,173,485,-3.5570302044811424
2024-04-26,74.12602233886719,,,5789.63,90.0,75.0,0.0669693530079455,96.7,95.3,98.4,381,290,-0.34455173610023326
2024-04-27,73.06734466552734,,,4106.75,85.0,69.0,0.0920770877944325,96.4,95.2,97.4,141,447,-0.8796184483863981
2024-04-28,71.71288204193115,,,5662.25,82.0,61.0,0.1153402537485582,97.0,95.1,98.9,370,316,-1.0190697043019539
2024-04-29,73.0257215499878,,,5265.75,80.0,75.0,0.0926935659760087,95.1,91.4,97.6,266,336,-1.671458385538329
2024-04-30,74.43163204193115,,,5053.92,84.0,70.0,0.0813287514318442,94.5,90.9,97.3,266,352,-1.3845263602495088
2024-05-01,73.47874546051025,,,5038.65,86.0,79.0,0.0798722044728434,97.3,95.1,100.0,309,376,-0.8230140956844594
2024-05-02,75.44698143005371,,,5187.42,79.0,72.0,0.1376651982378854,96.5,93.6,100.0,324,302,-2.443217506393372
2024-05-03,76.77556324005127,,,3943.93,81.0,98.0,0.1359605911330049,96.6,94.9,99.0,86,443,-2.4577018703286195
2024-05-04,74.28881549835205,,,3991.33,86.0,52.0,0.12403951701427,95.9,93.7,99.1,155,486,-1.0275304555871647
2024-05-05,72.91604900360107,,,5307.88,86.0,71.0,0.1115577889447236,97.0,95.7,100.0,287,292,-0.6809515261271222
2024-05-06,74.1875,,,5834.17,82.0,57.0,0.1068783068783068,96.3,94.1,99.6,408,231,-1.6438303216461856
2024-05-07,76.45114231109619,,,5041.63,77.0,64.0,0.1411879259980525,96.4,94.7,97.7,247,261,-3.0176748653642145
2024-05-08,75.19628143310547,,,5368.3099999999995,78.0,51.0,0.1099873577749683,96.1,94.2,98.5,299,378,-2.5403935883436506
2024-05-09,73.96295166015625,,,5332.76,85.0,65.0,0.111864406779661,95.9,93.9,97.3,328,356,-1.105730110203814
2024-05-10,73.76400756835938,,,5107.76,80.0,51.0,0.1085080147965474,95.9,92.9,97.3,257,382,-1.8578516132729237
2024-05-11,75.27656173706055,,,6020.13,70.0,60.0,0.0998307952622673,97.3,95.6,100.0,364,364,-3.8444192301772366
2024-05-12,77.11542224884033,,,4239.67,65.0,49.0,0.1252173913043478,,,,119,607,-5.111020173600449
2024-05-13,74.38161277770996,,,5117.92,75.0,49.0,0.0852359208523592,95.6,93.6,97.0,329,492,-2.816125279674348
2024-05-14,73.42668342590332,,,5273.24,79.0,59.0,0.1019354838709677,97.3,95.6,99.5,299,323,-1.9331579134866266
2024-05-15,74.50332164764404,,,4367.14,84.0,102.0,0.1116951379763469,97.1,96.0,99.5,236,421,-1.4026256560120365
2024-05-16,73.65949249267578,,,5667.47,86.0,76.0,0.0933940774487471,95.6,94.3,97.0,365,261,-0.8686468476131637
2024-05-17,75.1264476776123,,,4888.34,83.0,87.0,0.1125683060109289,97.5,94.5,99.9,278,305,-1.7204144132432502
2024-05-18,77.08553409576416,,,4779.93,80.0,94.0,0.1059225512528473,97.0,92.6,100.0,306,392,-2.6964291225891808
2024-05-19,75.91934871673584,,,3133.87,83.0,97.0,0.1064483111566018,96.5,93.7,99.3,5,548,-1.920596158906441
2024-05-20,75.91234970092773,,,3568.69,82.0,76.0,0.0887337986041874,96.0,93.8,99.0,37,461,-2.0792988191020845
2024-05-21,74.87017250061035,,,3308.14,87.0,136.0,0.1253854059609455,97.0,93.1,100.0,58,556,-1.0138345221960272
2024-05-22,75.31085395812988,,,2542.64,87.0,82.0,0.0545876887340302,96.2,94.1,100.0,18,660,-1.1250922694997418
2024-05-23,76.58666610717773,,,3345.57,83.0,43.0,0.1223684210526315,97.6,96.6,98.7,71,659,-2.089072114339324
2024-05-24,79.05591583251953,,,4605.16,63.0,49.0,0.1,97.6,96.2,99.0,165,548,-5.921871112207084
2024-05-25,76.52122592926025,,,3874.49,91.0,96.0,0.074251497005988,97.4,96.2,98.5,104,501,-0.7887931220742039
2024-05-26,76.17490577697754,,,4108.07,86.0,88.0,0.076595744680851,97.4,96.2,99.0,123,497,-1.5037069591152419
2024-05-27,78.07148838043213,,,4039.46,69.0,67.0,0.1232796567671477,97.7,96.1,99.4,139,421,-4.710517065807489
2024-05-28,78.44960689544678,,,3420.6,81.0,55.0,0.0972447325769854,96.9,92.9,100.0,41,703,-2.8803434923195455
2024-05-29,76.90101432800293,,,5367.12,81.0,56.0,0.0986093552465234,97.6,95.7,100.0,388,431,-2.4893741932824014
2024-05-30,76.32766342163086,,,5514.48,86.0,56.0,0.0510067114093959,98.7,96.5,100.0,404,369,-1.5422733002615485
2024-05-31,77.4172830581665,,,6389.06,82.0,67.0,0.0828571428571428,97.0,93.5,100.0,449,259,-2.4592455863453626
2024-06-01,77.1724271774292,,,4345.34,76.0,52.0,0.1108647450110864,97.3,95.7,99.0,108,596,-3.360245538933289
2024-06-02,76.62148475646973,,,3636.89,,,,,,,71,885,
2024-06-03,74.44606399536133,,,3222.96,,,,,,,26,965,
2024-06-04,76.34140491485596,,,2725.68,78.0,56.0,0.0653846153846153,96.6,95.6,98.0,21,846,-2.8295000546816387
2024-06-05,74.84080123901367,,,3334.2,86.0,45.0,0.0551415797317436,97.3,95.9,99.3,64,690,-1.1668889173555783
2024-06-06,73.10441303253174,,,3121.44,86.0,84.0,0.0683111954459203,97.4,93.3,100.0,80,587,-0.7285073222113008
2024-06-07,71.27497291564941,,,4092.12,84.0,82.0,0.0972677595628415,96.6,93.9,98.3,140,462,-0.5875725120603034
2024-06-08,72.27641105651855,,,3141.0,78.0,86.0,0.119205298013245,97.9,97.1,98.6,72,542,-1.8032212045850007
2024-06-09,69.89804458618164,,,5449.68,75.0,44.0,0.0851788756388415,97.8,96.6,99.5,370,468,-1.6841700127570371
2024-06-10,69.66021823883057,,,4554.0,88.0,92.0,0.0862944162436548,96.5,95.0,98.2,143,341,0.4619793065071647
2024-06-11,72.66150569915771,,,4304.76,,,,,,,146,657,
2024-06-12,69.81376266479492,,,3771.72,81.0,43.0,0.1461139896373057,98.5,97.7,99.9,79,530,-0.7000734610452601
2024-06-13,70.50234031677246,,,3092.16,80.0,61.0,0.1245714285714285,97.7,94.1,100.0,28,668,-1.034386625868104
2024-06-14,70.14712524414062,171.9,24.07,3381.71,79.0,61.0,0.0704573547589616,97.6,94.4,100.0,39,579,-1.1051760476097026
2024-06-15,71.75504684448242,171.9,24.07,2385.11,79.0,61.0,0.0483558994197292,96.8,96.2,97.1,1,990,-1.5111239994521817
2024-06-16,69.4482650756836,,,2726.34,87.0,54.0,0.0904347826086956,97.5,95.1,99.6,3,543,0.3550209081686597
2024-06-17,66.80679512023926,173.7,24.32,2538.16,91.0,81.0,0.0748603351955307,97.9,95.3,100.0,3,703,1.6637849696681208
2024-06-18,65.80337429046631,174.8,24.48,3469.35,87.0,107.0,0.1037974683544303,96.9,93.0,99.0,56,473,1.2752373842915967
2024-06-19,67.35078811645508,,,2665.24,86.0,92.0,0.0952380952380952,97.0,94.9,98.3,8,726,0.7240959949247334
2024-06-20,69.20233058929443,174.8,24.48,2389.1,75.0,81.0,0.1407648494711147,97.5,95.5,100.0,9,635,-1.508524836994443
2024-06-21,68.99883270263672,,,3341.23,81.0,66.0,0.0569948186528497,96.4,91.3,99.1,53,699,-0.49433012818446087
2024-06-22,71.42689514160156,,,3680.41,78.0,63.0,0.0672478206724782,97.1,94.8,99.0,86,475,-1.5887460425840452
2024-06-23,69.62379360198975,,,3491.72,75.0,39.0,0.0710382513661202,97.4,96.1,98.8,87,765,-1.6149305515172492
2024-06-24,69.00775623321533,178.5,25.0,2834.7,86.0,114.0,0.1183520599250936,97.1,95.1,100.0,40,493,0.30576539153951215
2024-06-25,69.26427936553955,,,2816.34,83.0,80.0,0.0898760330578512,96.9,92.6,100.0,25,677,-0.24040741592699127
2024-06-26,66.94474601745605,177.6,24.88,2731.77,79.0,53.0,0.1078838174273859,96.9,95.4,98.7,34,845,-0.29667935982395416
2024-06-27,66.3617525100708,177.6,24.88,3264.55,85.0,68.0,0.0946291560102301,96.3,89.6,100.0,65,552,0.8133256608412747
2024-06-28,68.20198917388916,177.9,24.91,2307.82,88.0,127.0,0.0872617853560682,97.0,93.6,99.2,3,745,0.8301347576835794
2024-06-29,67.38489627838135,176.5,24.72,2659.32,84.0,71.0,0.076741440377804,96.4,91.2,100.0,0,722,0.39454542395944076
2024-06-30,66.08743286132812,,,2473.18,86.0,79.0,0.0648508430609598,96.9,95.6,98.8,0,868,1.0430521418906058
2024-07-01,67.08357524871826,,,2097.57,85.0,85.0,0.1043663471778487,96.8,91.4,99.9,0,849,0.6310888762337553
2024-07-02,65.12895965576172,179.2,25.09,3070.4,80.0,101.0,0.1389904901243599,97.1,92.8,100.0,80,484,0.32221737357043406
2024-07-03,63.69006061553955,,,2186.9,83.0,84.0,0.0965861781848459,96.4,91.9,100.0,0,713,1.1669016743939729
2024-07-04,62.00052833557129,178.3,24.97,2461.2,87.0,85.0,0.0987084870848708,96.0,92.5,98.7,25,701,2.2353324077267764
2024-07-05,61.90330505371094,,,3455.12,77.0,38.0,0.065252854812398,95.7,94.8,96.9,93,706,0.6551812845363025
2024-07-06,64.10468769073486,,,2925.34,76.0,72.0,0.1156773211567732,97.1,95.5,99.9,31,795,-0.06106597774883615
2024-07-07,63.31511211395264,,,2370.41,73.0,64.0,0.1362048894062864,95.7,93.9,97.5,19,724,-0.34313285598561083
2024-07-08,63.42428684234619,178.7,25.03,2179.0,88.0,67.0,0.0805134189031505,97.5,95.0,100.0,0,866,2.0363493365477625
2024-07-09,63.13694381713867,177.4,24.85,2669.0099999999998,85.0,93.0,0.0958795562599049,97.1,95.1,99.5,9,566,1.6274850599695294
2024-07-10,65.31475162506104,,,2368.66,78.0,77.0,0.1108343711083437,97.9,96.0,100.0,0,865,-0.045628429524129266
2024-07-11,64.04883861541748,,,3555.87,69.0,26.0,0.0766355140186915,96.0,93.9,98.2,47,765,-1.1702536908381715
2024-07-12,65.4889326095581,180.1,25.22,3127.38,79.0,134.0,0.1201513718070009,95.6,90.8,99.2,87,640,0.07086621645001706
2024-07-13,64.02876853942871,177.4,24.85,2274.74,86.0,132.0,0.1018033740546829,96.7,91.7,100.0,7,452,1.5627979832479242
2024-07-14,65.63465595245361,,,2733.14,65.0,31.0,0.0677618069815195,98.3,98.0,99.9,9,957,-2.2124997714803167
2024-07-15,63.71205425262451,177.4,24.85,2569.75,83.0,96.0,0.1129156999226604,96.9,90.9,100.0,21,593,1.1613489957519865
2024-07-16,65.38825416564941,,,3415.62,79.0,40.0,0.0418943533697632,97.9,96.3,100.0,80,834,0.0962842518136402
2024-07-17,65.52487850189209,,,3447.77,84.0,64.0,0.0830013390436351,95.8,95.4,96.1,134,445,0.8641394679699883
2024-07-18,66.8650770187378,176.1,24.66,2937.57,69.0,36.0,0.1125954198473282,96.4,94.5,98.3,36,886,-1.8812623690504635
2024-07-19,66.34730529785156,177.6,24.88,2921.15,85.0,51.0,0.0608365019011406,97.2,95.0,98.6,67,761,0.8169731124390308
2024-07-20,68.30718421936035,178.5,25.0,4446.38,70.0,48.0,0.108267716535433,97.9,96.8,99.0,138,633,-2.0848778891528927
2024-07-21,66.86734867095947,178.1,24.94,2328.22,82.0,116.0,0.045780985319028744,96.0,95.0,96.7,0,633,0.20427000772890772
2024-07-22,65.68429374694824,178.1,24.94,2532.07,84.0,81.0,0.0750893921334922,96.0,93.6,99.1,2,772,0.8238922990724156
2024-07-23,67.73776721954346,,,3352.74,65.0,74.0,0.1744340878828229,,,,77,732,-2.7434670221164668
2024-07-24,65.71098518371582,177.2,24.81,2530.91,70.0,56.0,0.0529100529100529,96.8,94.7,97.7,16,884,-1.4294220007120113
2024-07-25,63.87626647949219,180.5,25.28,4609.7300000000005,70.0,41.0,0.0993657505285412,96.3,95.5,97.2,92,577,-0.966215150310631
2024-07-26,65.26778888702393,,,2795.19,72.0,98.0,0.143658810325477,95.3,94.7,95.7,32,653,-0.9965899697577091
2024-07-27,66.04859352111816,,,4330.67,74.0,52.0,0.0818452380952381,98.3,96.3,100.0,163,639,-0.8727783977612915
2024-07-28,67.67365550994873,,,2318.44,84.0,87.0,0.05888228308359965,95.1,93.1,97.7,3,611,0.32164310172838834
2024-07-29,66.05398368835449,,,5342.06,79.0,52.0,0.0686070686070686,97.0,95.2,98.8,261,540,-0.07179081861625519
2024-07-30,68.45071792602539,,,2802.89,74.0,61.0,0.0336448598130841,,,,24,898,-1.4792367487378792
2024-07-31,69.59306049346924,175.2,24.54,2637.75,77.0,66.0,0.122552574329224,96.9,91.2,100.0,27,515,-1.2862320718586076
2024-08-01,67.45003032684326,,,2356.75,91.0,88.0,0.03671970624235,97.8,96.4,100.0,5,840,1.5013889830613343
2024-08-02,65.50204753875732,173.5,24.29,3769.98,91.0,82.0,0.0471806674338319,96.7,95.3,98.1,36,530,1.9931913339220926
2024-08-03,64.74432182312012,174.3,24.41,2106.64,75.0,51.0,0.0651828298887122,96.4,93.2,99.4,0,986,-0.38302249438048275
2024-08-04,63.30655860900879,175.9,24.63,2549.75,83.0,73.0,0.0435483870967741,96.0,94.0,97.3,9,888,1.2637234684699714
2024-08-05,61.562843322753906,178.1,24.94,2220.23,81.0,61.0,0.0823211875843454,94.2,92.8,96.7,0,928,1.383015544666866
2024-08-06,59.23091506958008,178.1,24.94,4421.44,87.0,75.0,0.0439306358381502,96.4,93.5,98.4,133,529,2.934569753929411
2024-08-07,59.67507839202881,177.2,24.81,3188.17,86.0,77.0,0.0562814070351758,95.7,92.8,98.3,58,642,2.6619632646385587
2024-08-08,59.91801452636719,177.2,24.81,3586.22,89.0,65.0,0.0460048426150121,97.1,94.2,100.0,29,613,3.0820388380811345
2024-08-09,61.82759380340576,,,2582.56,69.0,63.0,0.0551301684532924,95.9,93.8,98.7,9,954,-0.6094615590668138
2024-08-10,61.64073657989502,176.5,24.72,3089.3,87.0,84.0,0.0685820203892493,97.2,95.3,99.0,28,609,2.326168133968369
2024-08-11,64.2348747253418,176.5,24.72,2535.46,85.0,87.0,0.0707070707070707,96.5,94.0,99.9,1,846,1.3502931848464712
2024-08-12,64.5906229019165,174.1,24.38,2498.14,89.0,66.0,0.0855491329479768,96.6,91.0,100.0,1,821,1.9023570678921862
2024-08-13,62.735721588134766,,,2668.63,91.0,47.0,0.0326197757390418,95.5,89.9,98.6,27,742,2.6915987398212438
2024-08-14,61.67560005187988,175.9,24.63,4162.93,84.0,38.0,0.0512295081967213,96.2,95.3,97.8,101,692,1.8359571875165652
2024-08-15,63.62355136871338,,,3977.0,84.0,36.0,0.041388518024032,97.4,95.7,99.2,138,611,1.344162782124335
2024-08-16,64.23310279846191,177.2,24.81,2452.02,88.0,115.0,0.080754716981132,96.7,88.2,100.0,0,604,1.8321495915272972
2024-08-17,63.0506649017334,,,3542.28,86.0,112.0,0.0797342192691029,96.7,90.9,99.3,72,294,1.8097373665659213
2024-08-18,62.88095664978027,175.0,24.51,2597.14,77.0,50.0,0.0680786686838124,97.1,95.5,98.8,0,894,0.4083560270389759
2024-08-19,63.805399894714355,175.0,24.51,4142.32,83.0,73.0,0.0429752066115702,95.6,93.4,99.4,70,625,1.1377822545553147
2024-08-20,65.37373733520508,,,3627.08,86.0,89.0,0.0602957906712172,95.2,93.3,97.1,113,610,1.223237069443793
2024-08-21,69.23200511932373,,,3810.05,77.0,81.0,0.0548340548340548,95.6,93.7,98.7,85,663,-1.1950773230170395
2024-08-22,67.2366771697998,175.0,24.51,3308.16,90.0,129.0,0.0752405949256343,95.8,91.7,98.2,30,517,1.3947840376864247
2024-08-23,66.71564388275146,,,5597.03,84.0,58.0,0.0870466321243523,95.3,92.4,97.0,356,285,0.5635099053208901
2024-08-24,69.62253093719482,,,4708.38,65.0,58.0,0.1368547418967587,95.3,92.8,97.7,220,464,-3.2193086121075134
2024-08-25,72.5155086517334,,,4656.12,81.0,130.0,0.0988735919899874,96.4,91.6,98.2,183,432,-1.382176524753821
2024-08-26,75.5248327255249,,,4794.94,60.0,34.0,0.1183144246353322,96.7,94.5,98.5,154,480,-5.511796429179997
2024-08-27,74.48206424713135,,,3788.75,75.0,19.0,0.0628930817610062,95.4,93.5,97.6,85,713,-2.8414860113558627
2024-08-28,76.16209506988525,172.6,24.17,2691.75,,,,97.2,95.3,99.8,48,827,
2024-08-29,73.6513900756836,172.6,24.17,2450.39,79.0,72.0,0.1265004616805171,93.1,83.1,97.3,11,708,-1.9898890403178704
2024-08-30,73.04304122924805,,,2439.41,91.0,98.0,0.0587695133149678,96.2,93.5,98.4,16,736,0.08933548494224586
2024-08-31,71.15800666809082,169.0,23.67,2531.24,91.0,85.0,0.0662790697674418,97.7,94.6,100.0,3,782,0.5652454541169852
2024-09-01,69.58248233795166,171.0,23.95,2853.06,92.0,99.0,0.0654307524536532,97.0,95.7,98.7,23,721,1.1234838322814893
2024-09-02,66.84023475646973,169.7,23.77,2705.79,89.0,60.0,0.064299424184261,96.7,92.8,99.4,9,656,1.3344031797160982
2024-09-03,66.05391597747803,169.7,23.77,2526.83,82.0,85.0,0.1066545123062898,97.2,94.9,99.6,3,683,0.40963532890520793
2024-09-04,64.07261753082275,171.9,24.07,3051.32,78.0,46.0,0.0839694656488549,96.6,94.5,98.3,37,805,0.26797006393634537
2024-09-05,63.46669960021973,,,2333.7599999999998,90.0,71.0,0.0656136087484811,95.3,92.3,98.3,0,878,2.3465808619456414
2024-09-06,62.09632968902588,172.8,24.2,2427.5299999999997,87.0,86.0,0.0851305334846765,95.9,93.9,97.7,2,798,2.211145679213171
2024-09-07,62.33156394958496,170.1,23.83,3343.09,86.0,88.0,0.0534351145038167,96.8,94.9,98.5,36,475,1.9912869885316822
2024-09-08,64.00039768218994,169.3,23.7,2365.17,84.0,99.0,0.0689655172413793,96.5,93.4,99.5,0,815,1.2490213342560557
2024-09-09,63.4277925491333,169.3,23.7,3236.49,89.0,71.0,0.0674556213017751,95.9,94.1,97.7,75,750,2.1959339437499796
2024-09-10,65.02995204925537,,,3116.79,65.0,50.0,0.1113043478260869,96.4,94.2,99.5,92,878,-2.0598316868409303
2024-09-11,63.867905616760254,170.8,23.92,2333.2599999999998,81.0,114.0,0.0961952620244077,96.4,92.9,100.0,18,614,0.8010622224885378
2024-09-12,64.47041893005371,171.9,24.07,3243.36,,,,,,,58,1101,
2024-09-13,66.38612461090088,170.8,23.92,3679.83,83.0,106.0,0.0520741394527802,95.7,91.1,97.9,94,467,0.48623312891232046
2024-09-14,67.22766876220703,,,4551.33,,,,,,,153,890,
2024-09-15,70.0852165222168,170.8,23.92,2766.47,78.0,106.0,0.0913633119200571,96.8,87.0,100.0,25,462,-1.250015791398718
2024-09-16,70.55205917358398,,,5159.12,71.0,27.0,0.1413043478260869,96.2,94.7,97.8,282,387,-2.4911661796878306
2024-09-17,70.78526306152344,,,2965.02,76.0,74.0,0.2323869610935857,95.2,94.4,96.3,36,547,-1.747694161812317
2024-09-18,70.91349792480469,,,2591.5299999999997,73.0,66.0,0.0980263309584745,95.9,95.1,97.5,10,645,-2.261478350298679
2024-09-19,69.28383255004883,,,3577.83,87.0,92.0,0.0852359208523592,96.3,93.3,100.0,175,413,0.39653477736696496
2024-09-20,67.70948886871338,,,2370.77,81.0,107.0,0.168467895740623,96.2,93.1,99.2,20,452,-0.16881270961713252
2024-09-21,64.74429988861084,,,2594.43,83.0,55.0,0.1221221221221221,96.0,94.5,98.0,42,716,0.9007405173050822
2024-09-22,63.12120056152344,,,2891.02,82.0,54.0,0.129883843717001,96.3,94.0,98.8,27,622,1.1500506676820226
2024-09-23,61.652435302734375,,,2606.77,83.0,72.0,0.0841467923320568,92.0,86.8,95.9,45,541,1.6813358496546447
2024-09-24,61.015456199645996,170.4,23.86,2770.33,87.0,80.0,0.0729166666666666,94.9,84.4,97.9,19,651,2.4840311103942225
2024-09-25,62.24526882171631,170.4,23.86,3601.98,74.0,31.0,0.0762250453720508,96.9,94.5,98.6,97,779,0.08743749310421856
2024-09-26,64.47675609588623,,,3318.1,87.0,56.0,0.0827586206896551,96.2,93.8,100.0,39,559,1.6101653676287646
2024-09-27,66.67974281311035,170.1,23.83,3257.74,77.0,94.0,0.1210240496508921,96.1,94.0,98.5,87,486,-0.550714030956132
2024-09-28,65.9572114944458,,,2507.35,81.0,52.0,0.1402489626556016,96.5,94.0,98.8,14,656,0.27358038404653345
2024-09-29,65.05054092407227,171.2,23.98,2341.63,85.0,70.0,0.0758988015978695,97.1,94.9,100.0,0,880,1.1443639761764786
2024-09-30,67.11041831970215,,,2880.0,85.0,81.0,0.116156282998944,95.8,92.0,97.5,33,688,0.624311873123184
2024-10-01,67.26318073272705,,,2179.92,79.0,70.0,0.1429521276595744,96.5,93.4,99.2,9,575,-0.3770737773330698
2024-10-02,67.35091400146484,172.6,24.17,3657.66,80.0,34.0,0.0972037283621837,96.3,93.4,98.2,106,673,-0.23875389240045697
2024-10-03,67.40138816833496,,,5249.15,92.0,101.0,0.0607434270172257,95.0,91.5,97.3,325,224,1.6741392316139314
2024-10-04,67.94155311584473,,,4134.13,87.0,99.0,0.0628140703517587,95.5,86.0,99.4,155,340,0.7354167147696391
2024-10-05,69.27472972869873,,,4138.99,89.0,75.0,0.0636871508379888,96.4,94.4,98.4,145,374,0.7197723124293487
2024-10-06,67.08554267883301,,,4074.25,81.0,73.0,0.1415332771693344,96.1,94.0,98.1,166,357,-0.011286572902498432
2024-10-07,67.25703620910645,,,3920.85,85.0,77.0,0.082680591818973,95.7,92.2,99.9,115,349,0.5872956206550977
2024-10-08,66.30933666229248,,,3257.25,81.0,89.0,0.0790513833992094,95.9,93.0,98.0,49,706,0.18468022209264034
2024-10-09,64.74861907958984,172.4,24.14,2652.59,83.0,74.0,0.1063321385902031,96.5,94.5,98.7,22,764,0.8996500619426003
2024-10-10,63.447381019592285,,,2228.09,86.0,125.0,0.109020116807268,96.7,93.7,99.9,0,522,1.7095794387953875
2024-10-11,65.15474700927734,170.6,23.89,3726.81,81.0,60.0,0.0933333333333333,95.2,90.8,98.6,90,516,0.4761765890550474
2024-10-12,66.5125675201416,,,4638.61,76.0,64.0,0.1078534031413612,96.1,93.4,98.9,214,400,-0.6689773863788966
2024-10-13,66.39233875274658,171.9,24.07,4341.48,83.0,57.0,0.0534458509142053,95.4,90.8,97.7,248,604,0.48466426003576235
2024-10-14,68.47514533996582,,,2624.4,80.0,80.0,0.1039168665067945,96.0,94.1,98.1,30,611,-0.5225857714949272
2024-10-15,67.52335929870605,,,3135.67,81.0,70.0,0.0912730184147317,96.9,95.1,98.9,86,531,-0.12182104179841985
2024-10-16,68.0142068862915,,,2511.72,76.0,51.0,0.1607142857142857,96.9,95.1,99.1,20,607,-1.0480925279162767
2024-10-17,68.80677700042725,,,2517.0,85.0,83.0,0.0988416988416988,97.1,95.1,99.7,14,527,0.1960364324025794
2024-10-18,68.75071907043457,171.9,24.07,2869.77,88.0,81.0,0.0908326324642556,96.5,93.1,98.9,64,601,0.6915982907501211
2024-10-19,69.74080467224121,,,3197.86,75.0,42.0,0.0831408775981524,96.0,95.5,96.6,38,853,-1.644472044274969
2024-10-20,67.75522136688232,,,2033.82,84.0,77.0,0.0574971815107102,97.4,95.6,98.9,0,904,0.3010503734788079
2024-10-21,69.1460485458374,,,3624.92,71.0,55.0,0.0877796901893287,96.9,93.5,98.6,44,729,-2.1361941869730394
2024-10-22,69.50137615203857,171.5,24.01,3570.29,90.0,114.0,0.0855457227138643,96.2,92.8,97.9,130,567,0.8230211400525176
2024-10-23,68.6004056930542,171.5,24.01,2486.68,86.0,77.0,0.0631970260223048,96.6,94.8,98.3,5,851,0.40860816535708383
