date,resting_bpm,weight,bmi,calories_total,overall_score,deep_sleep_in_minutes,restlessness,spo2_avg,spo2_min,spo2_max,very_active_minutes,sedentary_minutes,readiness_raw
2025-05-11,67.47978687286377,,,2034.58,81.0,56.0,0.0976933514246947,96.5,94.2,98.4,0,991,-0.11082042023594815
2025-05-12,67.0290584564209,,,3275.73,,,,,,,81,998,
2025-05-13,66.96809005737305,,,2725.9,79.0,81.0,0.09421243493010464,94.1,89.9,97.2,26,673,-0.3025729712973106
2025-05-14,67.19458961486816,179.4,25.12,4095.92,67.0,36.0,0.1159737417943107,95.8,95.1,96.7,123,665,-2.2853929599650185
2025-05-15,69.8596420288086,,,4026.27,61.0,26.0,0.1177570093457943,95.5,94.4,96.4,68,706,-3.921050194364921
2025-05-16,72.42171669006348,181.2,25.37,2472.68,66.0,100.0,0.0966623450018284,95.7,93.1,98.7,9,724,-3.7655423659948193
2025-05-17,75.05327320098877,,,2911.0,74.0,61.0,0.0994764397905759,96.2,95.7,96.9,29,885,-3.146167394005899
2025-05-18,75.28657913208008,,,3617.23,77.0,52.0,0.1327649208282582,96.2,95.0,97.8,105,627,-2.723660507193851
2025-05-19,72.9346752166748,176.1,24.66,3380.72,74.0,24.0,0.0656063618290258,97.2,95.9,98.1,63,686,-2.6112902505388056
2025-05-20,71.93706321716309,,,2839.03,81.0,34.0,0.1347773766546329,94.6,90.5,98.1,11,653,-1.2361378501278095
2025-05-21,71.5743408203125,,,2197.62,82.0,86.0,0.1902231668437832,95.4,93.8,97.8,0,492,-0.9840925479842006
2025-05-22,69.32011413574219,180.7,25.31,2165.08,83.0,69.0,0.1030561478322672,97.0,94.5,100.0,0,591,-0.2545038809539787
2025-05-23,69.47869300842285,,,3640.53,85.0,41.0,0.0618556701030927,96.0,92.4,98.5,70,647,0.026399475477559275
2025-05-24,68.11535453796387,,,3027.09,79.0,86.0,0.1753086419753086,96.2,95.1,96.9,37,535,-0.5922199702669547
2025-05-25,68.91483402252197,,,4429.6,78.0,23.0,0.1085080147965474,96.2,92.6,99.0,39,392,-0.9545322438660526
2025-05-26,70.55394744873047,,,2824.45,80.0,84.0,0.1088757396449704,95.8,93.9,97.8,0,756,-1.047415749622872
2025-05-27,70.80545330047607,,,2344.21,90.0,114.0,0.0696142991533396,95.5,89.8,97.7,6,742,0.4937840383553631
2025-05-28,70.3977575302124,,,4624.9,76.0,68.0,0.0567994872342698,97.9,96.8,99.5,153,493,-1.649861607830887
2025-05-29,71.21008682250977,178.3,24.97,3254.53,78.0,54.0,0.0737588652482269,96.5,94.5,98.5,62,759,-1.5340089875814775
2025-05-30,70.13015651702881,180.3,25.25,2566.22,89.0,72.0,0.0774577954319761,96.1,93.3,99.6,5,729,0.5038048469758291
2025-05-31,70.53546619415283,178.5,25.0,3047.56,83.0,87.0,0.1095666394112837,97.1,94.1,100.0,36,542,-0.5613407806973904
2025-06-01,69.74578380584717,,,2410.54,81.0,101.0,0.1227321237993596,94.9,91.5,99.6,12,829,-0.6829110082536791
2025-06-02,69.29136848449707,178.5,25.0,3350.97,87.0,90.0,0.0759625390218522,95.9,91.2,100.0,34,564,0.3946321988122439
2025-06-03,69.0297679901123,,,3688.12,81.0,37.0,0.0773067331670823,94.1,89.2,97.0,106,623,-0.5021402829754051
2025-06-04,69.39023113250732,178.5,25.0,2942.81,87.0,72.0,0.0811921891058581,96.6,92.6,99.9,64,711,0.3696725929054911
2025-06-05,69.5977840423584,178.5,25.0,3257.38,82.0,61.0,0.0809248554913294,96.4,92.5,100.0,60,664,-0.48507619324384854
2025-06-06,69.71729373931885,,,3005.91,83.0,44.0,0.1,95.3,92.7,96.9,21,728,-0.3547788238064655
2025-06-07,67.74180316925049,,,3407.89,82.0,92.0,0.0968036529680365,95.6,89.5,98.7,26,467,-0.01650133615080715
2025-06-08,67.11537837982178,,,3555.34,83.0,62.0,0.1078561917443408,95.2,91.6,99.8,0,502,0.30212025064517245
2025-06-09,66.24360275268555,,,3901.89,81.0,59.0,0.0946564885496183,95.9,93.2,99.0,36,583,0.20127589812924623
2025-06-10,66.76378059387207,178.7,25.03,2723.49,81.0,85.0,0.0892531876138433,97.5,95.5,100.0,31,663,0.06994789732459013
2025-06-11,66.04115009307861,,,3403.45,84.0,99.0,0.0887728459530026,95.2,87.6,99.6,49,498,0.7337976683498599
2025-06-12,67.15828227996826,,,3128.86,80.0,42.0,0.0895741556534508,93.9,92.2,96.2,71,805,-0.19012064262956913
2025-06-13,65.75723171234131,178.7,25.03,4081.38,81.0,60.0,0.078003120124805,95.8,94.3,97.0,136,630,0.32406878033274983
2025-06-14,65.46157264709473,175.7,24.6,3562.99,84.0,107.0,0.0911974623314829,97.4,94.4,100.0,92,447,0.8801221390710945
2025-06-15,67.14305591583252,,,3375.84,84.0,61.0,0.0566265060240963,97.2,95.3,99.3,60,704,0.4556022564745772
2025-06-16,65.5903434753418,178.5,25.0,2582.32,85.0,87.0,0.1041009463722397,95.8,92.4,98.3,0,659,1.0080813738153749
2025-06-17,63.767940521240234,,,2971.18,,,,97.8,96.4,100.0,81,827,
2025-06-18,62.61589050292969,,,2928.67,90.0,48.0,0.0634441087613293,95.2,90.2,98.4,97,572,2.5613825104715526
2025-06-19,62.6306734085083,,,2083.66,84.0,73.0,0.0779547359597652,95.4,91.1,98.0,0,752,1.5948322017584213
2025-06-20,62.1273889541626,177.0,24.78,2553.43,91.0,85.0,0.0413533834586466,96.0,93.8,98.6,10,819,2.84518296105905
2025-06-21,63.88332557678223,,,2035.81,77.0,59.0,0.093480934809348,96.3,94.0,99.1,0,946,0.15529044671435732
2025-06-22,63.52504539489746,,,3049.88,,,,,,,74,1146,
2025-06-23,60.70491981506348,178.5,25.0,2821.49,91.0,144.0,0.0647803425167535,95.9,93.1,99.0,40,517,3.2043101930420486
2025-06-24,62.112698554992676,,,2767.79,89.0,155.0,0.0700636942675159,96.8,93.9,100.0,23,650,2.5279524409753726
2025-06-25,61.30484580993652,176.8,24.75,2978.85,75.0,76.0,0.0629470672389127,94.7,89.3,98.6,24,791,0.4853334271186833
2025-06-26,61.87899971008301,176.8,24.75,3177.06,80.0,43.0,0.0562913907284768,94.9,90.3,98.3,42,829,1.1427266466829535
2025-06-27,62.20693302154541,,,4356.94,85.0,117.0,0.0792838874680307,96.8,91.8,100.0,143,385,1.8622825635183502
2025-06-28,64.4761962890625,175.0,24.51,3793.86,68.0,70.0,0.0901771336553945,96.9,95.3,98.6,110,637,-1.4386172999352378
2025-06-29,65.26638889312744,,,2296.25,81.0,33.0,0.1212121212121212,95.7,92.5,99.2,0,771,0.4479906413825058
2025-06-30,64.65974426269531,176.1,24.66,2513.37,90.0,102.0,0.0743026738292922,96.8,94.4,99.4,24,662,2.0453758547577197
2025-07-01,63.8036584854126,,,2822.2,75.0,55.0,0.0635208711433756,96.1,94.5,97.6,36,899,-0.145535570120926
2025-07-02,65.36115264892578,178.3,24.97,2717.15,86.0,100.0,0.0726457399103139,95.3,89.6,99.6,11,629,1.2264142937677742
2025-07-03,64.21078968048096,,,3152.19,81.0,82.0,0.090717299578059,95.3,92.3,98.2,27,605,0.7144951390205023
2025-07-04,66.33175945281982,,,3520.45,76.0,74.0,0.0965207631874298,95.0,90.9,98.4,62,475,-0.6233292250566841
2025-07-05,65.71071815490723,,,3283.84,83.0,47.0,0.0535433070866141,96.4,94.5,98.8,63,740,0.6567513105285934
2025-07-06,65.42143154144287,,,2561.39,84.0,65.0,0.0959276018099547,95.0,90.6,97.8,27,690,0.8902564637922745
2025-07-07,63.572089195251465,177.0,24.78,2683.67,82.0,39.0,0.0825958702064896,95.8,93.4,98.3,15,712,1.0362159400858275
2025-07-08,61.44218826293945,177.9,24.91,3472.53,83.0,45.0,0.039451114922813,95.7,95.0,98.6,81,780,1.7344163948550761
2025-07-09,64.05690860748291,,,3141.62,73.0,60.0,0.1004366812227074,95.5,94.4,96.8,30,711,-0.5304123646187031
2025-07-10,66.04395008087158,176.5,24.72,3151.39,80.0,60.0,0.0648414985590778,95.6,88.9,98.7,42,635,0.09121202545528273
2025-07-11,65.11117458343506,176.3,24.69,2586.92,86.0,56.0,0.1185076810534016,94.7,89.9,98.1,40,564,1.289525631826752
2025-07-12,64.06577205657959,177.4,24.85,3162.97,89.0,60.0,0.0739081746920492,95.9,93.6,98.2,82,730,2.0348648503873172
2025-07-13,63.97649574279785,176.5,24.72,2811.11,80.0,59.0,0.0670391061452514,96.4,93.9,98.6,16,831,0.6131770602495619
2025-07-14,63.92512798309326,175.2,24.54,2988.6,87.0,86.0,0.0806629834254143,96.9,94.3,99.5,57,746,1.7494335399820908
2025-07-15,62.3622407913208,,,3224.05,81.0,70.0,0.0940892641737032,93.9,91.9,96.3,49,679,1.1811936616821412
2025-07-16,61.97347831726074,177.9,24.91,3273.24,83.0,55.0,0.0751964085297418,95.5,92.3,98.5,35,660,1.6002829213448249
2025-07-17,62.26071071624756,,,2924.93,87.0,29.0,0.0427927927927927,95.8,92.5,98.1,46,746,2.169644811690639
2025-07-18,64.47040748596191,176.5,24.72,3662.19,84.0,68.0,0.0783316378433367,95.9,92.6,99.2,84,553,1.1303591325998559
2025-07-19,65.2404670715332,,,5393.88,,,,,,,218,695,
2025-07-20,63.339415550231934,,,3842.05,84.0,108.0,0.0933816863100634,96.3,91.7,98.5,107,460,1.4158978427971378
2025-07-21,64.11133098602295,178.1,24.94,3751.14,73.0,87.0,0.1021897810218978,96.3,94.3,98.4,97,688,-0.5441522466490389
2025-07-22,64.00073528289795,177.9,24.91,2984.58,80.0,37.0,0.0973111395646607,95.8,91.4,100.0,55,738,0.6070573640808266
2025-07-23,62.39597511291504,177.9,24.91,2850.18,90.0,144.0,0.1072858286629303,96.3,92.4,99.2,33,563,2.6169039999123997
2025-07-24,64.04058361053467,,,3174.11,80.0,59.0,0.0808344198174706,96.5,91.8,98.9,47,726,0.5969969562941313
2025-07-25,64.47340869903564,,,2985.39,76.0,44.0,0.0886075949367088,95.9,94.8,97.8,34,736,-0.15415605010633038
2025-07-26,63.18882083892822,,,2360.93,84.0,101.0,0.0787075393537696,97.0,95.2,99.8,20,694,1.4539181135609955
2025-07-27,64.49383735656738,178.3,24.97,3130.42,84.0,110.0,0.0774869109947644,95.7,90.6,98.2,56,660,1.1244438516668782
2025-07-28,64.22301864624023,178.3,24.97,2446.05,89.0,99.0,0.0738758029978586,94.8,89.8,97.8,7,811,1.995165196502834
2025-07-29,65.0892448425293,,,3171.6,83.0,50.0,0.1211822660098522,95.5,94.1,96.7,89,648,0.8136531260343699
2025-07-30,65.5880184173584,178.3,24.97,2990.62,83.0,53.0,0.1026282853566958,96.3,90.6,99.6,38,786,0.6877290069156363
2025-07-31,64.85306167602539,,,2721.61,85.0,73.0,0.0793060718711276,97.1,95.1,99.6,53,802,1.1942210688724042
2025-08-01,62.89664077758789,,,2427.17,85.0,97.0,0.063969896519285,96.4,88.8,100.0,6,727,1.688153768385677
2025-08-02,62.28119659423828,,,2089.38,81.0,89.0,0.0788436268068331,96.6,92.7,100.0,0,947,1.2016546877715808
2025-08-03,62.94897174835205,177.4,24.85,2309.49,86.0,84.0,0.0793140407288317,96.9,93.1,100.0,9,850,1.835411583096619
2025-08-04,60.77810192108154,177.4,24.85,2875.59,78.0,59.0,0.0838396111786148,96.0,93.5,99.0,57,785,1.0997281943098836
2025-08-05,62.59455490112305,,,3234.94,75.0,39.0,0.0697329376854599,95.8,94.9,96.8,72,771,0.15972379296207917
2025-08-06,63.64048099517822,178.3,24.97,2430.46,85.0,43.0,0.0969696969696969,96.5,95.0,98.3,20,865,1.500358285841832
2025-08-07,62.70950508117676,176.8,24.75,2778.48,87.0,75.0,0.0775269872423945,95.2,92.1,98.5,39,706,2.056338818909196
2025-08-08,61.66236686706543,,,2493.53,83.0,52.0,0.1071428571428571,94.2,89.4,98.9,32,728,1.678828452404725
2025-08-09,60.54834175109863,177.6,24.88,2804.69,81.0,97.0,0.0980720871751886,96.5,92.6,100.0,18,588,1.639144223494795
2025-08-10,61.86334705352783,,,3089.72,67.0,11.0,0.031331592689295,96.2,94.8,99.1,72,948,-0.9394274613415081
2025-08-11,61.40743064880371,,,2919.03,80.0,56.0,0.1016442451420029,96.4,92.3,98.5,26,810,1.2617825101889344
2025-08-12,61.10607719421387,,,3388.44,85.0,70.0,0.0646992054483541,96.6,95.0,100.0,68,607,2.1402128856709366
2025-08-13,60.49235820770264,,,2863.58,85.0,68.0,0.0610778443113772,96.1,94.1,97.8,32,751,2.2951569858858454
2025-08-14,61.79280185699463,,,4854.96,74.0,31.0,0.0568356374807987,96.2,94.9,97.7,185,544,0.20167069798566595
2025-08-15,64.42466831207275,,,3552.9700000000003,86.0,94.0,0.0423031727379553,96.2,92.2,100.0,88,654,1.4628461561155635
2025-08-16,66.39453506469727,180.3,25.25,2689.39,71.0,46.0,0.0570071258907363,94.5,93.4,95.9,16,1001,-1.4415264482609205
2025-08-17,65.13619899749756,176.3,24.69,2489.37,91.0,88.0,0.0646425073457394,95.5,91.0,98.0,17,759,2.085556201697605
2025-08-18,63.56242084503174,176.3,24.69,2894.77,88.0,86.0,0.0447035957240038,95.3,92.9,98.2,12,659,2.0014749897773223
2025-08-19,62.15099906921387,175.2,24.54,3141.19,89.0,54.0,0.0679953106682297,96.8,95.6,97.9,19,676,2.5182828057771753
2025-08-20,60.31755352020264,174.1,24.38,3522.2,88.0,81.0,0.0742092457420924,95.4,86.7,97.8,48,626,2.820698541618998
2025-08-21,62.32975673675537,,,3515.91,79.0,90.0,0.0725581395348837,95.6,92.7,98.4,55,496,0.868455461349664
2025-08-22,64.51029968261719,173.9,24.35,2869.64,82.0,85.0,0.0940438871473354,95.9,92.7,98.7,19,645,0.7993482808278833
2025-08-23,64.23249912261963,174.1,24.38,3098.79,89.0,72.0,0.0535307517084282,95.3,92.7,97.1,49,690,1.9927716843018115
2025-08-24,64.07254409790039,175.7,24.6,3086.87,82.0,148.0,0.1263289555972482,94.6,91.0,97.2,60,297,0.9098673403302965
2025-08-25,62.21426868438721,177.6,24.88,2694.78,83.0,64.0,0.0862745098039215,96.1,93.4,98.3,13,793,1.5394911785523853
2025-08-26,60.18099784851074,174.3,24.41,3234.7799999999997,81.0,69.0,0.0783582089552238,97.2,96.3,98.1,126,589,1.7318866214112596
2025-08-27,59.68062210083008,174.3,24.41,2848.1,84.0,103.0,0.0825870646766169,95.0,93.4,96.9,24,680,2.3396242898351245
2025-08-28,60.43686866760254,173.2,24.26,2338.8,82.0,104.0,0.0981535471331389,95.0,90.7,98.3,2,767,1.827757238805262
2025-08-29,60.35349178314209,174.8,24.48,3052.92,77.0,48.0,0.0746753246753246,96.0,94.9,97.2,35,707,1.0464587714436118
2025-08-30,62.86388111114502,174.8,24.48,3017.12,76.0,66.0,0.1021021021021021,95.4,92.4,97.3,24,599,0.2521973614028342
2025-08-31,62.77337646484375,175.7,24.6,3490.6,83.0,85.0,0.0643821391484942,94.7,91.7,96.8,37,563,1.3983346331789783
2025-09-01,62.2101526260376,,,2892.88,86.0,64.0,0.0820895522388059,98.3,96.3,100.0,50,847,2.021939402252637
2025-09-02,61.374802589416504,,,2874.39,81.0,30.0,0.0516351118760757,95.4,89.0,98.7,41,890,1.4304897191198054
2025-09-03,59.87166404724121,175.7,24.6,3184.72,88.0,142.0,0.0655864197530864,96.3,93.1,98.9,37,442,2.933271143578158
2025-09-04,62.072630882263184,174.1,24.38,2918.05,80.0,49.0,0.0750636132315521,96.2,94.8,97.6,77,661,1.0938410680933683
2025-09-05,61.2956485748291,173.2,24.26,2025.12,81.0,42.0,0.0936967632027257,97.7,94.5,100.0,0,873,1.4504735355540366
2025-09-06,60.84825801849365,173.2,24.26,4029.6,87.0,65.0,0.0757737459978655,95.1,88.4,98.2,77,492,2.5262432177358702
2025-09-07,62.93635272979736,,,3662.52,71.0,85.0,0.1248868778280543,98.0,95.7,100.0,152,507,-0.5684477884232508
2025-09-08,63.385210037231445,174.1,24.38,2554.68,71.0,18.0,0.0831973898858075,97.3,94.8,100.0,2,910,-0.6817696721417497
2025-09-09,64.13012409210205,174.1,24.38,2915.9,73.0,32.0,0.0834532374100719,97.2,95.7,98.6,36,832,-0.5488968952189368
2025-09-10,63.492570877075195,172.1,24.1,2031.68,81.0,91.0,0.0810572687224669,94.6,83.7,99.0,0,787,0.8958220470957144
2025-09-11,63.13354301452637,172.1,24.1,3150.89,82.0,59.0,0.072289156626506,94.8,92.8,96.4,25,803,1.1469345993885272
2025-09-12,64.97617530822754,174.3,24.41,2138.46,84.0,122.0,0.0758377425044091,96.0,93.8,98.1,0,766,1.0026691932937868
2025-09-13,64.50048542022705,174.6,24.44,3286.13,89.0,79.0,0.0951351351351351,97.1,94.2,99.7,75,640,1.9251138528425806
2025-09-14,65.8105058670044,,,3567.21,75.0,43.0,0.0620915032679738,97.2,95.5,100.0,86,777,-0.6521993179332917
2025-09-15,63.678635597229004,,,2498.86,75.0,57.0,0.09698243272133775,96.2,95.8,97.2,11,800,-0.11397135369347544
2025-09-16,66.22018527984619,,,3304.46,81.0,64.0,0.0500641848523748,95.8,93.5,98.3,30,690,0.20718804902916726
2025-09-17,67.6292667388916,,,3079.39,76.0,78.0,0.0605187319884726,97.7,95.4,100.0,65,781,-0.9509076500057401
2025-09-18,67.43466567993164,173.7,24.32,3432.46,,,,,,,42,850,
2025-09-19,64.84669303894043,,,3159.66,88.0,76.0,0.0695856137607505,95.8,92.8,99.5,73,478,1.67723799550182
2025-09-20,64.94502449035645,,,4759.04,82.0,64.0,0.0612460401267159,96.5,92.4,99.6,256,312,0.689594394021864
2025-09-21,66.57106494903564,,,4626.06,80.0,45.0,0.0605226960110041,94.9,92.9,97.3,173,484,-0.04186734923029481
2025-09-22,66.44007205963135,,,3884.27,78.0,4.0,0.0687593423019432,95.5,91.6,100.0,118,624,-0.32973526998401237
2025-09-23,68.46276950836182,,,2894.35,69.0,60.0,0.1771501925545571,96.2,93.8,98.1,42,787,-2.28462780284967
2025-09-24,70.08280372619629,174.3,24.41,2177.06,71.0,54.0,0.0588235294117647,95.1,94.0,96.3,4,744,-2.3726944285045217
2025-09-25,72.26433563232422,171.5,24.01,3088.2799999999997,76.0,48.0,0.0967351874244256,96.6,94.5,98.4,21,699,-2.1211119208717975
2025-09-26,74.73493576049805,,,2486.2999999999997,77.0,59.0,0.1183246073298429,95.7,93.5,98.5,44,720,-2.5843884824921473
2025-09-27,71.5970458984375,170.4,23.86,2073.1,85.0,59.0,0.0804597701149425,96.7,94.7,98.2,0,889,-0.5084157896437279
2025-09-28,68.84753322601318,,,2167.7,88.0,81.0,0.1076023391812865,96.5,94.3,99.1,0,852,0.6671558626129888
2025-09-29,67.34710597991943,170.4,23.86,2336.27,75.0,49.0,0.136724960254372,97.9,96.6,99.1,0,917,-1.0401409119178397
2025-09-30,65.70802116394043,,,2122.98,89.0,80.0,0.0889145496535796,96.5,94.7,99.7,0,794,1.6202503185553185
2025-10-01,65.80755424499512,169.0,23.67,2117.2999999999997,77.0,108.0,0.1551606288448393,97.5,94.8,99.5,0,600,-0.33051476081041076
2025-10-02,65.44810104370117,,,2203.09,82.0,57.0,0.0920436817472698,97.1,93.9,99.5,0,979,0.5625839126607991
2025-10-03,65.12429714202881,169.0,23.67,2658.37,91.0,99.0,0.0512223515715948,95.4,91.9,97.9,1,780,2.088561033431713
2025-10-04,63.992374420166016,,,2553.69,87.0,75.0,0.0670157068062827,96.1,93.3,99.4,37,771,1.732455999912609
2025-10-05,64.27887535095215,,,2767.16,83.0,62.0,0.090547263681592,96.8,94.0,99.2,43,692,1.018245088273975
2025-10-06,64.49931716918945,169.0,23.67,2908.22,86.0,70.0,0.0601173020527859,96.7,94.3,99.2,65,862,1.4439997455396596
2025-10-07,66.45494270324707,,,2810.97,82.0,34.0,0.041405269761606,96.1,92.4,98.2,42,784,0.3083891127181545
2025-10-08,65.94869327545166,,,2248.62,89.0,92.0,0.0626836434867776,95.0,92.8,98.2,5,802,1.5594884314628008
2025-10-09,67.00375843048096,169.0,23.67,2805.5299999999997,82.0,73.0,0.0504201680672268,96.7,95.5,98.0,58,904,0.16983097632507527
2025-10-10,65.98172569274902,,,1924.24,87.0,97.0,0.0935361216730038,96.7,94.3,100.0,0,576,1.230209451058091
2025-10-11,63.97822189331055,167.7,23.49,2206.85,87.0,107.0,0.0577705451586655,97.8,96.0,100.0,16,686,1.736029053032333
2025-10-12,61.434913635253906,169.0,23.67,2604.16,82.0,84.0,0.1473259334006054,97.5,95.4,99.9,28,734,1.5757833177019933
2025-10-13,61.950599670410156,,,2650.84,76.0,32.0,0.0626304801670146,96.4,94.8,97.7,56,929,0.4827712464997548
2025-10-14,62.75861167907715,169.0,23.67,2571.32,86.0,55.0,0.0439414114513981,96.6,93.1,99.8,2,856,1.8834713145028716
2025-10-15,63.223870277404785,171.9,24.07,2049.21,83.0,77.0,0.08918912071346224,97.7,96.5,99.7,0,759,1.2845995850970398
2025-10-16,64.00284576416016,,,2275.62,83.0,54.0,0.0670103092783505,95.9,94.2,99.1,5,1016,1.087933588871464
2025-10-17,64.9078598022461,,,2076.0,83.0,106.0,0.06925360636394776,96.6,92.7,98.3,0,773,0.8594469542795901
2025-10-18,64.46142292022705,,,2146.11,88.0,134.0,0.0849772382397572,96.1,93.4,98.7,0,663,1.7745061804460105
2025-10-19,66.75974082946777,171.9,24.07,2702.38,84.0,74.0,0.05578231292517,96.2,95.0,98.0,24,840,0.5523768592829569
2025-10-20,67.1508617401123,,,3923.88,,,,,,,140,1044,
2025-10-21,69.11122703552246,174.3,24.41,2576.06,89.0,82.0,0.0711902113459399,95.5,93.4,97.6,0,754,0.7610514291484267
2025-10-22,67.20913791656494,,,2503.78,79.0,40.0,0.0830188679245283,95.0,93.4,96.1,28,1022,-0.3634297224686135
2025-10-23,65.9502010345459,174.3,24.41,2351.65,82.0,151.0,0.0856795760501495,96.4,94.7,98.4,28,596,0.4358199815958661
2025-10-24,66.56178283691406,172.8,24.2,3881.41,,,,,,,102,1054,
2025-10-25,68.81688499450684,,,3300.25,74.0,65.0,0.0768094534711964,96.9,94.9,100.0,49,732,-1.571682034285763
2025-10-26,71.41702079772949,,,2161.77,80.0,115.0,0.0696721311475409,95.9,94.1,97.9,3,952,-1.2653137231568463
2025-10-27,70.84308624267578,,,2706.23,90.0,98.0,0.0794258373205741,96.8,95.0,98.6,36,726,0.4842829433986625
2025-10-28,70.47046947479248,,,2844.17,89.0,89.0,0.0802259887005649,95.9,86.1,98.8,39,733,0.4178868842093284
2025-10-29,69.30546474456787,175.7,24.6,2115.42,90.0,79.0,0.087378640776699,97.2,95.3,100.0,0,931,0.8724824039526999
2025-10-30,68.12820339202881,,,2599.4,83.0,87.0,0.1036834924965893,96.7,92.6,98.7,6,859,0.04641484859517275
2025-10-31,67.76857471466064,,,3113.09,88.0,78.0,0.0848952590959206,96.9,94.4,100.0,51,694,0.9395578240727187
2025-11-01,69.87968635559082,,,4438.46,78.0,57.0,0.064516129032258,97.1,95.3,100.0,182,610,-1.1981261033903454
2025-11-02,69.95577049255371,,,2281.58,86.0,107.0,0.100090991810737,95.2,90.7,99.0,0,745,0.06642259844930609
2025-11-03,67.46923351287842,,,2568.37,92.0,120.0,0.0816714150047483,96.0,94.2,97.9,33,757,1.6570104868706497
2025-11-04,68.3349199295044,177.6,24.88,2901.15,85.0,65.0,0.0963364993215739,97.1,93.7,99.2,36,810,0.3151650089841771
2025-11-05,69.81782054901123,,,2637.06,89.0,109.0,0.0827906976744186,95.9,89.8,98.7,24,690,0.5826595289929881
2025-11-06,68.00613498687744,176.8,24.75,2713.32,87.0,53.0,0.0653685674547983,96.9,95.8,97.7,29,864,0.7191118910355013
2025-11-07,69.31501579284668,,,2875.11,90.0,110.0,0.0614425645592163,96.2,93.5,99.9,30,609,0.8700710746404332
2025-11-08,71.7569694519043,176.8,24.75,3427.79,75.0,53.0,0.0663507109004739,96.8,91.6,100.0,57,616,-2.1534881323150774
2025-11-09,72.73211288452148,,,2205.4,86.0,102.0,0.079219288174512,95.7,91.7,99.3,12,885,-0.6345136333876122
2025-11-10,71.42329120635986,,,2593.82,84.0,50.0,0.0793650793650793,96.6,95.0,98.2,28,914,-0.6250180606006586
2025-11-11,71.36103630065918,179.8,25.19,3101.16,85.0,68.0,0.0552922590837282,96.8,95.2,98.8,92,859,-0.448831035752176
2025-11-12,71.57131385803223,,,2474.62,77.0,64.0,0.0829629629629629,96.5,95.1,98.1,12,920,-1.7856767595841343
2025-11-13,69.8910322189331,,,3678.0,79.0,84.0,0.1452184179456906,97.7,96.4,99.0,140,651,-1.0405208809386175
2025-11-14,67.85204792022705,,,2343.7,87.0,75.0,0.0405844155844155,96.5,93.8,98.9,18,968,0.7580138680341592
2025-11-15,65.21756553649902,176.5,24.72,2392.15,88.0,83.0,0.0869565217391304,96.2,92.4,98.9,18,796,1.58360474202316
2025-11-16,63.71008491516113,,,2333.63,86.0,118.0,0.0728744939271255,96.0,90.1,99.4,25,687,1.6432552421899407
2025-11-17,64.51893615722656,178.5,25.0,2903.35,83.0,63.0,0.0692588092345079,95.9,92.6,98.5,49,786,0.9576375358883134
2025-11-18,65.34971332550049,,,4093.2599999999998,71.0,62.0,0.1141045958795562,94.8,92.3,96.5,106,662,-1.177742912435997
2025-11-19,66.59642219543457,179.6,25.15,2237.89,80.0,95.0,0.1331269349845201,96.5,94.1,98.9,5,829,-0.04826922991764976
2025-11-20,64.9093074798584,179.6,25.15,3496.15,85.0,30.0,0.0706921944035346,95.8,94.3,97.4,62,662,1.1800208312110096
2025-11-21,64.39643859863281,,,3236.97,75.0,67.0,0.1138790035587188,96.9,94.4,100.0,40,680,-0.29519328527541266
2025-11-22,63.45461463928223,178.7,25.03,2098.03,88.0,107.0,0.0660919540229885,97.2,93.2,99.9,0,630,2.0286925533765805
2025-11-23,61.629624366760254,178.7,25.03,2651.99,80.0,96.0,0.1780821917808219,97.3,95.7,98.8,37,481,1.2056858169810376
2025-11-24,63.59716320037842,,,3647.94,62.0,25.0,0.1295896328293736,96.6,95.6,98.0,128,876,-2.1795081162217107
2025-11-25,61.96643924713135,,,2264.97,88.0,49.0,0.05006105006105,96.0,94.4,97.2,11,836,2.404408479014751
